264.000,0.000,0.000
272.992,2.144,0.000
271.966,4.272,0.000
269.925,6.361,0.000
271.866,8.544,0.000
269.792,10.600,0.000
268.701,12.672,0.000
269.592,14.837,0.000
268.469,16.891,0.000
271.321,19.211,0.000
269.168,21.184,0.000
268.993,23.297,0.000
271.788,25.692,0.000
267.599,27.418,0.000
270.357,29.848,0.000
267.135,31.618,0.000
270.847,34.216,0.000
269.579,36.209,0.000
269.286,38.325,0.000
268.977,40.439,0.000
268.651,42.550,0.000
266.336,44.330,0.000
267.950,46.765,0.000
269.542,49.227,0.000
269.147,51.342,0.000
267.754,53.260,0.000
267.328,55.361,0.000
269.818,58.090,0.000
269.353,60.208,0.000
269.846,62.547,0.000
268.374,64.431,0.000
267.860,66.537,0.000
267.329,68.638,0.000
267.748,70.992,0.000
268.147,73.357,0.000
266.600,75.189,0.000
266.962,77.560,0.000
267.302,79.940,0.000
266.666,82.037,0.000
266.967,84.431,0.000
267.247,86.834,0.000
266.557,88.930,0.000
264.904,90.697,0.000
267.014,93.769,0.000
265.328,95.524,0.000
265.508,97.951,0.000
264.731,100.033,0.000
266.735,103.192,0.000
264.986,104.915,0.000
267.862,108.495,0.000
265.153,109.830,0.000
267.045,113.079,0.000
266.149,115.173,0.000
267.065,118.068,0.000
267.953,120.985,0.000
268.810,123.923,0.000
266.924,125.605,0.000
267.732,128.563,0.000
265.816,130.222,0.000
265.680,132.753,0.000
266.411,135.743,0.000
267.111,138.753,0.000
266.897,141.315,0.000
265.779,143.407,0.000
266.397,146.453,0.000
267.856,150.007,0.000
266.670,152.106,0.000
267.196,155.200,0.000
266.830,157.803,0.000
266.439,160.409,0.000
267.729,164.065,0.000
267.281,166.691,0.000
266.808,169.321,0.000
267.150,172.496,0.000
264.951,174.040,0.000
261.913,175.005,0.000
257.222,174.808,0.000
252.551,174.548,0.000
247.899,174.227,0.000
243.269,173.843,0.000
240.278,174.572,0.000
235.682,174.077,0.000
232.708,174.722,0.000
228.149,174.118,0.000
224.404,174.066,0.000
221.459,174.584,0.000
216.960,173.817,0.000
213.261,173.622,0.000
211.121,174.654,0.000
208.977,175.663,0.000
206.830,176.650,0.000
202.416,175.647,0.000
199.530,175.909,0.000
196.652,176.136,0.000
193.044,175.656,0.000
191.658,177.167,0.000
187.345,175.929,0.000
184.510,176.014,0.000
183.122,177.458,0.000
180.298,177.487,0.000
175.362,175.362,0.000
173.980,176.734,0.000
170.499,175.941,0.000
169.802,177.998,0.000
165.660,176.410,0.000
163.591,176.972,0.000
160.177,176.032,0.000
159.457,178.030,0.000
157.392,178.526,0.000
153.364,176.736,0.000
150.672,176.414,0.000
151.856,180.654,0.000
151.707,183.382,0.000
150.262,184.568,0.000
146.307,182.621,0.000
144.249,182.979,0.000
141.582,182.526,0.000
140.144,183.632,0.000
137.496,183.128,0.000
135.460,183.398,0.000
133.427,183.647,0.000
131.981,184.689,0.000
129.951,184.902,0.000
127.926,185.094,0.000
125.345,184.439,0.000
123.892,185.418,0.000
121.883,185.549,0.000
119.880,185.661,0.000
117.346,184.908,0.000
115.361,184.975,0.000
113.905,185.876,0.000
111.410,185.051,0.000
109.444,185.060,0.000
107.987,185.913,0.000
105.037,184.150,0.000
103.588,184.969,0.000
101.168,184.024,0.000
100.195,185.693,0.000
98.265,185.591,0.000
96.344,185.469,0.000
94.430,185.329,0.000
92.078,184.276,0.000
89.748,183.198,0.000
88.306,183.897,0.000
86.859,184.585,0.000
84.151,182.537,0.000
82.714,183.192,0.000
82.890,187.494,0.000
79.827,184.469,0.000
77.596,183.248,0.000
76.154,183.852,0.000
73.957,182.591,0.000
72.521,183.166,0.000
71.080,183.730,0.000
69.988,185.218,0.000
67.839,183.886,0.000
65.715,182.531,0.000
64.280,183.041,0.000
62.516,182.594,0.000
61.397,184.028,0.000
59.640,183.554,0.000
57.895,183.063,0.000
55.868,181.601,0.000
55.013,183.950,0.000
53.845,185.337,0.000
52.117,184.791,0.000
50.400,184.230,0.000
48.695,183.654,0.000
47.251,184.031,0.000
46.045,185.367,0.000
44.355,184.750,0.000
42.676,184.119,0.000
41.229,184.448,0.000
39.779,184.766,0.000
37.921,183.115,0.000
36.677,184.388,0.000
35.228,184.670,0.000
33.776,184.941,0.000
32.323,185.201,0.000
30.867,185.449,0.000
29.253,184.698,0.000
26.612,177.011,0.000
25.080,176.224,0.000
24.095,179.389,0.000
22.685,179.573,0.000
21.157,178.752,0.000
19.862,179.907,0.000
18.346,179.063,0.000
17.034,180.197,0.000
15.445,178.332,0.000
14.044,178.448,0.000
12.642,178.553,0.000
11.240,178.647,0.000
9.781,177.731,0.000
8.432,178.801,0.000
7.028,178.862,0.000
5.623,178.912,0.000
4.217,178.950,0.000
2.780,176.978,0.000
1.406,178.994,0.000
0.000,178.000,0.000
-1.406,178.994,0.000
-2.812,178.978,0.000
-4.194,177.951,0.000
-5.623,178.912,0.000
-7.028,178.862,0.000
-8.385,177.802,0.000
-9.836,178.730,0.000
-11.177,177.649,0.000
-12.783,180.548,0.000
-13.887,176.454,0.000
-15.532,179.329,0.000
-16.751,177.210,0.000
-18.346,179.063,0.000
-19.533,176.925,0.000
-21.274,179.745,0.000
-22.560,178.581,0.000
-23.962,178.398,0.000
-25.503,179.194,0.000
-26.761,178.000,0.000
-28.158,177.784,0.000
-30.046,180.517,0.000
-31.119,178.305,0.000
-29.824,163.299,0.000
-28.669,150.290,0.000
-30.824,154.964,0.000
-31.432,151.780,0.000
-30.518,141.752,0.000
-32.503,145.412,0.000
-35.225,151.971,0.000
-39.219,163.358,0.000
-40.260,162.075,0.000
-42.775,166.596,0.000
-42.288,159.489,0.000
-45.122,164.939,0.000
-46.416,164.580,0.000
-46.871,161.329,0.000
-48.136,160.956,0.000
-43.518,141.457,0.000
-44.025,139.204,0.000
-44.807,137.903,0.000
-45.889,137.547,0.000
-46.644,136.236,0.000
-47.713,135.866,0.000
-48.778,135.487,0.000
-49.495,134.161,0.000
-49.840,131.898,0.000
-50.874,131.502,0.000
-51.169,129.239,0.000
-52.183,128.833,0.000
-53.193,128.419,0.000
-53.030,125.235,0.000
-53.218,122.979,0.000
-55.395,125.301,0.000
-55.143,122.128,0.000
-54.007,117.150,0.000
-55.777,118.532,0.000
-58.005,120.795,0.000
-57.192,116.744,0.000
-58.554,117.185,0.000
-56.749,111.376,0.000
-55.317,106.490,0.000
-58.959,111.354,0.000
-59.832,110.888,0.000
-59.256,107.786,0.000
-60.589,108.190,0.000
-59.455,104.236,0.000
-60.272,103.766,0.000
-59.558,100.707,0.000
-61.894,102.806,0.000
-60.087,98.054,0.000
-59.268,95.033,0.000
-58.941,92.876,0.000
-59.126,91.570,0.000
-60.393,91.939,0.000
-60.002,89.799,0.000
-60.143,88.498,0.000
-59.699,86.377,0.000
-60.376,85.906,0.000
-60.467,84.615,0.000
-60.542,83.329,0.000
-59.412,80.438,0.000
-60.042,79.968,0.000
-58.242,76.315,0.000
-58.839,75.855,0.000
-59.433,75.390,0.000
-58.773,73.360,0.000
-58.084,71.346,0.000
-58.006,70.117,0.000
-60.485,71.955,0.000
-60.399,70.718,0.000
-58.331,67.220,0.000
-60.179,68.260,0.000
-58.712,65.551,0.000
-57.206,62.869,0.000
-57.019,61.683,0.000
-58.187,61.962,0.000
-58.671,61.503,0.000
-58.457,60.323,0.000
-59.630,60.574,0.000
-59.397,59.397,0.000
-57.724,56.824,0.000
